"Course_number","Course_name","Permanent_course_number","Credits","Teacher"
"1122_515619","人工智慧總整與實作","CSCS20006","3.00","王才沛"
"1122_515620","正規語言概論","CSCS10008","3.00","楊武"
"1122_515621","照護科技跨域專題(II)","CSCS10031","2.00","資工系"
"1122_515622","生醫資訊跨領域專題(二)","CSCS10029","2.00","資工系"
"1122_515624","軟體工程概論","CSCS20046","3.00","王豐堅"
"1122_515625","計算機概論與程式設計","CSCS10015","3.00","林政寬"
"1122_516000","奈米科學與工程實驗","ENPN20001","1.00","徐雍鎣、柯富祥、蘇冠暐、李孟學"
"1122_516001","專題研究 (三)","ENPN20002","1.00","奈米學位學程"
"1122_516002","生物化學 (二)","ENPN10014","2.00","蘭宜錚"
"1122_516003","專題研究 (二)","ENPN10005","1.00","奈米學位學程"
"1122_516004","奈米與生涯規劃","ENPN10003","0.00","梁美智"
"1122_516005","生涯規劃","ENPN10019","0.00","簡昭欣"
"1122_516006","近代物理","ENPN10017","3.00","簡昭欣"
"1122_516007","線性代數","ENPN10020","3.00","桑梓賢"
"1122_516008","生物化學(一)","ENPN10015","2.00","蘭宜錚"
"1122_516009","專題研究(一)","ENPN10006","1.00","奈米學位學程"
"1122_516010","電磁學(二)","ENPN10024","3.00","許恒通"
"1122_516011","機率與統計","ENPN10025","3.00","簡鳳村"
"1122_516100","工程材料","ENME10004","3.00","洪景華"
"1122_516101","工程材料","ENME10004","3.00","陳士勛"
"1122_516102","機械製造","ENME10015","3.00","陳仁浩"
"1122_516103","機械製造","ENME10015","3.00","鍾添淦"
"1122_516104","工場實習","ENME10007","2.00","鄭中緯"
"1122_516105","工場實習","ENME10007","2.00","鍾添淦"
"1122_516106","微機電技術導論","ENME20028","3.00","徐文祥"
"1122_516107","精密機械量測","ENME20018","3.00","方承彥"
"1122_516108","快樂機械人(二)","ENME00002","0.00","黃正昇"
"1122_516109","服務學習(二)","ENME00004","0.00","黃正昇"
"1122_516110","應用力學(一)","ENME10008","3.00","胡晉嘉"
"1122_516111","中等材料力學","ENME20002","3.00","鄭文雅"
"1122_516112","應用力學(二)","ENME10009","3.00","程登湖"
"1122_516113","電工學","ENME10025","3.00","成維華"
"1122_516114","電工學","ENME10025","3.00","鄭雲謙"
"1122_516115","機械實作","ENME20030","3.00","胡晉嘉"
"1122_516116","應用力學(二)","ENME10009","3.00","劉義強"
"1122_516117","應用電子學","ENME20010","3.00","成維華"
"1122_516118","振動學","ENME20011","3.00","劉義強"
"1122_516119","微處理機","ENME20008","3.00","鄭雲謙"
"1122_516120","自動控制(二)","ENME20020","3.00","李安謙"
"1122_516121","機械工程實驗(二)","ENME10013","1.00","廖英皓、王啟川"
"1122_516122","機械工程實驗(二)","ENME10013","1.00","王啟川、廖英皓"
"1122_516123","工程數學(二)","ENME10006","3.00","張瑞永"
"1122_516124","工程數學(二)","ENME10006","3.00","陳竺博淵"
"1122_516125","熱傳學","ENME10019","3.00","陳慶耀"
"1122_516126","熱傳學","ENME10019","3.00","賴錦文"
"1122_516127","機械實作","ENME20030","3.00","魏世昕、傅本然"
"1122_516128","中等流體力學","ENME20001","3.00","吳宗信"
"1122_516129","火箭設計與實作","ENME20027","3.00","周子豪"
"1122_516130","熱力學(二)","ENME20029","3.00","傅本然"
"1122_516131","大學部專題 (一)","ENME20005","1.00","機械系"
"1122_516132","機械實作","ENME20030","3.00","陳士勛"
"1122_516133","應用力學(一)","ENME10008","3.00","蔡佳霖"
"1122_516200","導師時間","ENCV20015","0.00","土木系"
"1122_516201","服務學習 (二)","ENCV00001","0.00","張智安"
"1122_516202","工程材料實驗","ENCV10008","1.00","袁宇秉"
"1122_516203","工程材料實驗","ENCV10008","1.00","袁宇秉"
"1122_516204","工程圖學(二)","ENCV10025","1.00","莊子毅"
"1122_516205","工程圖學(二)","ENCV10025","1.00","莊子毅"
"1122_516206","測量學(一)","ENCV10018","2.00","張智安"
"1122_516207","測量學(一)","ENCV10018","2.00","黃金維"
"1122_516208","測量實習(一)","ENCV10019","1.00","黃金維"
"1122_516209","測量實習(一)","ENCV10019","1.00","張智安"
"1122_516210","結構學(一)","ENCV10022","3.00","林其穎"
"1122_516211","結構學(一)","ENCV10022","3.00","林其穎"
"1122_516212","工程數學(二)","ENCV10010","3.00","石棟鑫"
"1122_516213","工程數學(二)","ENCV10010","3.00","郭心怡"
"1122_516214","土壤力學","ENCV10002","3.00","單信瑜"
"1122_516215","土壤力學","ENCV10002","3.00","黃郁惟"
"1122_516216","流體力學","ENCV10016","3.00","張憲國"
"1122_516217","流體力學","ENCV10016","3.00","趙韋安"
"1122_516218","土壤力學實驗","ENCV10003","1.00","翁孟嘉"
"1122_516219","土壤力學實驗","ENCV10003","1.00","翁孟嘉"
"1122_516220","水利工程","ENCV10014","3.00","張良正"
"1122_516221","水利工程","ENCV10014","3.00","石棟鑫"
"1122_516222","工程地質學","ENCV10006","3.00","羅佳明"
"1122_516223","土木工程實作專題","ENCV20037","3.00","于弋翔"
"1122_516224","土木工程實作專題","ENCV20037","3.00","翁孟嘉"
"1122_516225","土木工程實作專題","ENCV20037","3.00","袁宇秉"
"1122_516226","營建管理","ENCV20031","3.00","黃玉霖"
"1122_516227","全球定位系統概論","ENCV20002","3.00","王成機"
"1122_516228","土木專題討論(二)","ENCV20009","3.00","土木系"
"1122_516229","土木工程實務講座(二)","ENCV10028","2.00","林子剛"
"1122_516230","土木施工學","ENCV20011","3.00","王維志"
"1122_516231","空間資訊測繪技術於工程之應用","ENCV20040","3.00","莊子毅"
"1122_516232","計算機概論","ENCV10023","3.00","曾仁杰"
"1122_516233","數值方法","ENCV20025","3.00","蔡宗哲"
"1122_516234","校外實習","ENCV20027","6.00","楊尊華"
"1122_516300","材料科學與工程導論(二)","ENMS10021","3.00","林欣杰"
"1122_516301","材料科學與工程導論(二)(英文班)","ENMS10035","3.00","黃彥霖"
"1122_516302","材料熱力學(二)","ENMS10018","3.00","曾院介"
"1122_516303","工程數學(二)","ENMS10006","3.00","徐雍鎣"
"1122_516304","物理冶金(二)","ENMS10028","3.00","吳欣潔"
"1122_516305","材料基礎實驗(二)　","ENMS10024","2.00","黃爾文"
"1122_516306","材料工程實驗(二)","ENMS10023","2.00","吳文偉"
"1122_516307","服務學習 (一)","ENMS10013","0.00","楊朝堯"
"1122_516308","生涯規劃及導師時間(二)","ENMS10032","1.00","楊朝堯"
"1122_516309","晶體結構與繞射導論","ENMS20002","3.00","陳軍華"
"1122_516310","材料動力學概論","ENMS20005","3.00","吳耀銓"
"1122_516311","物理化學","ENMS20006","3.00","韋光華"
"1122_516312","材料力學","ENMS10016","3.00","鄒年棣"
"1122_516313","電子材料","ENMS20012","3.00","林御專"
"1122_516314","高分子材料科學","ENMS20013","3.00","劉典謨"
"1122_516315","專題研究(一)","ENMS20001","1.00","材料系"
"1122_516400","個別科學研究","AATF10003","3.00","台中一中"
"1122_516500","基礎科學研究方法與實作(二)","SCDP10002","3.00","黃立心、陳智彥、薛名成"
"1122_516501","基礎科學研究方法與實作(四)","SCDP10004","3.00","薛名成、陳智彥、黃立心"
"1122_516502","跨領域科學專題(二)","SCDP20002","3.00","體育室C"
"1122_516503","跨領域科學專題(四)","SCDP20004","3.00","體育室C"
"1122_516600","應用數學(一)(線性代數)","SCEP10004","3.00","楊毅"
"1122_516601","服務學習(一)","SCEP00005","0.00","張文豪"
"1122_516602","生涯規劃及導師時間","SCEP20014","0.00","許鈺敏"
"1122_516603","電子學(二)","SCEP10013","3.00","陳振芳"
"1122_516604","電子實驗(二)","SCEP10015","2.00","周武清"
"1122_516605","電子實驗(二)","SCEP10015","2.00","周武清"
"1122_516606","電磁學(二)","SCEP10017","3.00","張文豪"
"1122_516607","理論力學(一)","SCEP10007","3.00","李仁吉"
"1122_516608","近代物理(一)","SCEP10009","3.00","郭昌洋"
"1122_516609","專題演講","SCEP10003","1.00","鄭舜仁"
"1122_516610","應用數學(三)(複變函數)","SCEP10005","3.00","吳建德"
"1122_516611","電路理論(二)","SCEP10019","3.00","羅舜聰"
"1122_516612","邏輯設計","SCEP10011","3.00","趙天生"
"1122_516613","實驗物理(一)","SCEP20008","2.00","許世英"
"1122_516614","實驗物理(二)","SCEP20009","2.00","許鈺敏"
"1122_516615","固態物理(一)","SCEP20005","3.00","蘇蓉容"
"1122_516616","材料科學導論","SCEP20011","3.00","蘇俊榮"
"1122_516617","量子力學導論","SCEP20017","3.00","楊毅"
"1122_516618","光學概論(二)","SCEP20002","3.00","羅志偉"
"1122_516619","電子學(四)","SCEP20020","3.00","陳振芳"
"1122_516620","探索X實作","SCEP20010","2.00","林俊良"
"1122_516621","電物專題(一)","SCEP20021","1.00","電物系"
"1122_516622","電物專題(二)","SCEP20023","1.00","電物系"
"1122_516623","電物專題(三)","SCEP20022","1.00","電物系"
"1122_516624","電物專題(四)","SCEP20024","1.00","電物系"
"1122_516625","個別研討","SCEP10001","2.00","吳建德"
"1122_516700","線性代數(二)","SCMA10020","3.00","林得勝"
"1122_516701","計算機概論(二)","SCMA10023","3.00","陳秋媛"
"1122_516702","服務學習(二)","SCMA00003","1.00","康明軒、王國仲"
"1122_516703","導師時間","SCMA00001","1.00","陳秋媛、吳昌鴻、林得勝"
"1122_516704","分析導論(二)","SCMA10005","4.00","李明佳"
"1122_516705","分析導論榮譽班(二)","SCMA10031","4.00","王國仲"
"1122_516706","偏微分方程導論","SCMA10003","3.00","蘇承芳"
"1122_516707","計算數學","SCMA10024","3.00","吳金典"
"1122_516708","離散數學","SCMA10026","3.00","待聘"
"1122_516709","複變函數論","SCMA10021","3.00","許元春"
"1122_516710","統計學","SCMA10034","3.00","王秀瑛"
"1122_516711","專題研究(二)","SCMA20022","3.00","應數系"
"1122_516712","專題研究(四)","SCMA20023","3.00","應數系"
"1122_516800","服務學習(一)","SCAC10023","1.00","詹揚翔"
"1122_516801","導師時間","SCAC00005","0.00","張君輔"
"1122_516802","計算機概論(二)","SCAC20016","3.00","李大偉"
"1122_516803","分析化學(一)","SCAC10001","3.00","謝有容"
"1122_516804","分析化學實驗(一)","SCAC10003","1.00","謝有容"
"1122_516805","有機化學(二)","SCAC10013","4.00","鍾文聖"
"1122_516806","有機化學實驗(二)","SCAC10015","2.00","鍾文聖"
"1122_516807","物理化學(二)","SCAC10019","4.00","廖奕翰"
"1122_516808","物化實驗(一)","SCAC10020","1.00","吳慶昇"
"1122_516809","物化實驗(一)","SCAC10020","1.00","吳慶昇"
"1122_516810","虛擬化學實驗的原理與實踐","SCAC20018","2.00","李大偉"
"1122_516811","無機化學(二)","SCAC10017","3.00","劉學儒"
"1122_516812","分析化學實驗(二)","SCAC10004","1.00","吳慶昇"
"1122_516813","分析化學實驗(二)","SCAC10004","1.00","吳慶昇"
"1122_516814","書報討論A(二)","SCAC10007","1.00",NULL
"1122_516815","書報討論B(二)","SCAC10009","1.00",NULL
"1122_516816","有機化學(三)","SCAC20008","3.00","蒙國光"
"1122_516817","物理化學(三)","SCAC20010","3.00","曾建銘"
"1122_516818","分析化學(三)","SCAC20001","3.00","詹揚翔"
"1122_516819","書報討論A(二)","SCAC10007","1.00","孫建文"
"1122_516820","書報討論B(二)","SCAC10009","1.00","張君輔"
"1122_516821","專題研究(三)","SCAC20005","1.00","鄭彥如"
"1122_516822","無機化學(一)","SCAC10016","3.00","劉學儒"
"1122_517000","經濟學(二)","MGCM10014","3.00","郭家豪"
"1122_517001","經濟學(二)","MGCM10014","3.00","黃星華"
"1122_517003","會計學(二)","MGCM10005","3.00","陳宗岡"
"1122_517004","會計學(二)","MGCM10005","3.00","蔡璧徽"
"1122_517005","會計學(二)","MGCM10005","3.00","林瑞嘉"
"1122_517006","程式設計","MGCM10008","3.00","吳浩庠"
"1122_517007","程式設計","MGCM10008","3.00","陳柏安"
"1122_517008","程式設計","MGCM10008","3.00","莊詠婷"
"1122_517009","線性代數","MGCM10015","3.00","閻姿慧"
"1122_517010","線性代數","MGCM10015","3.00","賴學儀"
"1122_517011","線性代數","MGCM10015","3.00","陳彥佑"
"1122_517012","統計學(二)","MGCM10012","3.00","巫佳煌"
"1122_517013","統計學(二)","MGCM10012","3.00","鄧惠文"
"1122_517015","作業研究(二)","MGCM10003","3.00","洪暉智"
"1122_517016","作業研究(二)","MGCM10003","3.00","王晉元"
"1122_517017","作業研究(二)","MGCM10003","3.00","水敬心"
"1122_517018","管理學","MGCM10009","3.00","黃瓊誼"
"1122_517019","管理學","MGCM10009","3.00","蕭嬋"
"1122_517020","管理學","MGCM10009","3.00","李昕潔"
"1122_517150","創業與創新實作專案(I)","MGBA10001","3.00","黃仕斌"
"1122_517200","交通工程","MGTM10001","3.00","胡守任"
"1122_517201","服務學習(一)","MGTM00003","1.00","呂錦山"
"1122_517202","導師時間與生涯規劃","MGTM00002","1.00","吳宗修、陳彥佑、林陳佑"
"1122_517203","運輸規劃","MGTM20012","3.00","黃家耀"
"1122_517204","專案規劃與評估","MGTM20006","3.00","吳昆峰"
"1122_517205","運輸網路概論","MGTM20014","3.00","陳彥佑"
"1122_517206","運輸最佳化概念與應用","MGTM20016","3.00","水敬心"
"1122_517207","大學部個別研究","MGTM20005","2.00","運管系"
"1122_517300","行銷學","MGCM10016","3.00","欒紀成"
"1122_517301","人力資源管理","MGCM10001","3.00","高國揚"
"1122_517302","管理專題研討(一)","MGMS20001","3.00","管科系"
"1122_517303","導師時間與生涯規劃","MGMS00002","1.00","李柏毅"
"1122_517304","服務學習(一)","MGMS00003","1.00","吳浩庠"
"1122_517305","組織行為","MGMS10003","3.00","李柏毅"
"1122_517306","數理統計","MGMS20003","3.00","謝國文"
"1122_517400","導師時間","MGEM10001","0.00","工管系"
"1122_517401","工作研究","MGEM10003","3.00","陳文智"
"1122_517402","工程圖學","MGEM10002","1.00","黃博滄"
"1122_517403","工程經濟","MGEM20006","3.00","董弘平"
"1122_517404","模擬學","MGEM20011","3.00","陳勝一"
"1122_517405","服務學習(二)","MGEM10005","0.00","工管系"
"1122_517406","工業工程與管理專題研討(一)","MGEM20019","3.00","工管系"
"1122_517407","資訊社會衝突與決策","MGEM20014","3.00","林義貴"
"1122_517408","基因演算法與管理科學應用","MGEM20005","3.00","林春成"
"1122_517409","精實企業管理","MGEM20012","3.00","陳亭志"
"1122_517410","資料結構","MGEM20021","3.00","俞征武"
"1122_517500","資料庫管理","MGCM10019","3.00","劉敦仁"
"1122_517501","資料庫管理","MGCM10019","3.00","劉建良"
"1122_517502","財務管理","MGCM10018","3.00","梁婉麗"
"1122_517503","服務學習(二)","MGIF00002","1.00","李漢星"
"1122_517504","生涯規劃與導師時間(二)","MGIF00004","1.00","謝文良"
"1122_517505","資料結構","MGIF10008","3.00","徐熊健"
"1122_517506","投資學","MGIF10003","3.00","李漢星"
"1122_517507","總體經濟學","MGIF10006","3.00","黃宜侯"
"1122_517508","財務報表分析","MGIF10007","3.00","林瑞嘉"
"1122_517509","資訊與財金專題(一)","MGIF20012","2.00","資財系"
"1122_517510","系統分析與設計","MGIF20005","3.00","陳耀宗"
"1122_517511","財務工程導論","MGIF20010","3.00","戴天時"
"1122_517512","貨幣銀行與金融風暴","MGIF20011","3.00","謝文良"
"1122_517513","經濟學原理","MGIF00005","3.00","黃星華"
"1122_517514","高齡者財務管理與規劃","MGIF00007","2.00","黃星華"
"1122_517515","金融科技跨領域專題(一)","MGIF20016","2.00","資財系"
"1122_519500","人文與科學經典閱讀(二)","XDAP20002","2.00","程源中、安勤之"
"1122_519501","專題探索(二)","XDAP10003","1.00","程源中"
"1122_519502","專題探索(四)","XDAP10004","1.00","程源中"
"1122_519503","畢業專題(一)","XDAP20003","2.00","安勤之"
"1122_519504","畢業專題(三)","XDAP20005","2.00","安勤之"
"1122_519505","導師時間","XDAP00002","0.00","安勤之、程源中"
"1122_519506","什麼是法律？ — 法理學初探","XDAP00014","3.00","程源中"
"1122_519507","言語的力量 — 一本筆記如何改變世界?","XDAP00015","2.00","程源中"
"1122_519508","畢業專題(一)","XDAP20006","3.00","安勤之"
"1122_519509","畢業專題(二)","XDAP20007","3.00","安勤之"
"1122_519510","百川學堂(二)","XDAP00007","2.00","簡紋濱"
"1122_519511","畢業專題(二)","XDAP20004","2.00","安勤之"
"1122_519512","專題探索理論與實作(2)","XDAP00019","0.00","程源中"
"1122_519513","專題探索理論與實作(4)","XDAP00020","0.00","安勤之"
"1122_519514","愛拚才會贏？教育、階級與社會流動","XDAP00021","3.00","安勤之"
"1122_519515","成為科技人：從求學到就業的社會分析","XDAP00022","3.00","安勤之"
"1122_519516","遇見愛恆：專業服務學習","XDAP00023","2.00","王美鴻"
"1122_520000","應用數學(二)","XDEP10006","3.00","梁興弛"
"1122_520001","應用物理(二)","XDEP10007","3.00","余彥廷"
"1122_520002","應用物理(一)","XDEP10002","3.00","余彥廷"
"1122_520003","應用電子學(二)","XDEP10008","3.00","陳振芳"
"1122_520004","應用電子學實驗(二)","XDEP10010","1.00","陳振芳"
"1122_520005","電腦程式與計算分析(二)","XDEP10009","3.00","陳永富"
"1122_520006","應用數學(一)","XDEP10001","3.00","梁興弛"
"1122_520007","應用電子學(一)","XDEP10003","3.00","陳建至"
"1122_520008","電腦程式與計算分析(一)","XDEP10004","3.00","陳永富、待聘"
"1122_520009","應用電子學實驗(一)","XDEP10005","1.00","待聘"
"1122_530000","研究生英文:句法與段落寫作","GELT30003","2.00","吳思葦"
"1122_530001","研究生英文:句法與段落寫作","GELT30003","2.00","秦毓婷"
"1122_530002","研究生英文:研究論文寫作","GELT30001","2.00","鄭維容"
"1122_530003","研究生英文:研究論文寫作","GELT30001","2.00","張靜芬"
"1122_530004","研究生英文:研究論文寫作","GELT30001","2.00","孫于智"
"1122_530006","研究生英文:口語討論與發表","GELT30002","2.00","吳思葦"
"1122_534000","教育與心理測驗研究","HSIE30009","3.00","陳思光"
"1122_534001","高等應用統計研究","HSIE30047","3.00","吳俊育"
"1122_534002","網路素養與倫理專題","HSIE30036","3.00","周倩"
"1122_534003","APP設計與教育應用","HSIE30001","3.00","楊子奇"
"1122_534004","動機理論與數位學習","HSIE30049","3.00","孫之元、張瓊方"
"1122_534005","認知心理學研究","HSIE30042","3.00","林珊如"
"1122_534006","結構方程模式研究","HSIE30034","3.00","羅孟婷"
"1122_534007","教育心理學論文研討(一)","HSIE30013","1.00","林珊如"
"1122_534008","數位學習論文研討","HSIE30019","1.00","周倩"
"1122_534009","獨立研究","HSIE30023","1.00","孫之元、段正仁、周倩、佘曉清、林珊如、劉奕蘭、吳俊育、陳鏗任、楊子奇、羅孟婷、陳聖昌、陳雅君"
"1122_534010","數位落差研究","HSIE30015","2.00","陳鏗任"
"1122_534011","質性研究法導論","HSIE30059","3.00","陳鏗任"
"1122_534012","人格心理學研究","HSIE30046","3.00","劉奕蘭"
"1122_534013","科學史與科學本質","HSIE30033","2.00","陳雅君"
"1122_534014","科學哲學特論","HSIE30044","2.00","陳聖昌"
"1122_534015","科學學習心理學研究","HSIE30030","2.00","佘曉清"
"1122_534016","科學探究與實作專題","HSIE30031","2.00","陳雅君"
"1122_534017","認知與腦波實驗","HSIE30057","3.00","段正仁"
"1122_534018","進階神經影像資料分析","HSIE30074","2.00","段正仁"
"1122_534019","機器學習在教育上的應用","HSIE30054","2.00","段正仁"
"1122_534020","資訊素養與倫理","HSIE30068","2.00","魏彗娟"
"1122_534100","邏輯語意學","HSGF30009","3.00","廖秀真"
"1122_534101","音韻學","HSGF30011","3.00","盧郁安"
"1122_534102","專業演講與學術會議","HSGF30003","1.00","李家沂"
"1122_534103","文學研究概論","HSGF30005","3.00","辜崇豪"
"1122_534104","語言與人類心智","HSFL20038","3.00","周昭廷"
"1122_534105","句法語意專題：比較句的語法語意","HSGF30034","3.00","劉辰生"
"1122_534106","夢的解析(文類課：其他)","HSGF30030","3.00","林建國"
"1122_534107","中世紀書本藝術:圖文製作與閱讀 (文類課: 其他)","HSGF30033","3.00","胡心瑜"
"1122_534108","臨床語言學與社會正義","HSGF30031","3.00","萬宗綸"
"1122_534109","口語韻律結構","HSGF30035","3.00","潘荷仙"
"1122_534200","質性研究","HSTE30033","3.00","張月菁"
"1122_534201","寫作教學:理論與實務","HSTE30010","3.00","張靜芬"
"1122_534202","語料庫與語言學習","HSTE30045","3.00","葉修文"
"1122_534203","全球英語與跨語實踐：理論與實務","HSTE30038","3.00","林淑敏"
"1122_534300","使用者經驗設計研究","HSCS30040","3.00","李峻德"
"1122_534301","娛樂媒介與故事行銷","HSCS30016","3.00","陳延昇"
"1122_534302","傳播媒體，品牌與行銷","HSCS30008","3.00","李秀珠"
"1122_534303","研究方法專題:統計與SPSS應用","HSCS30025","3.00","羅仕宇"
"1122_534304","研究方法專題:統計與R應用","HSCS30024","1.00","羅仕宇"
"1122_534305","虛擬實境暨擴增實境傳播研究","HSCS30033","3.00","許富淞"
"1122_534306","說服理論與實務","HSCS30035","3.00","吳泰毅"
"1122_534307","環境與健康傳播","HSCS30022","3.00","黃惠萍"
"1122_534308","設計思考與理論","HSCS30034","3.00","李峻德"
"1122_534309","傳播理論","HSCS30004","3.00","吳泰毅"
"1122_534310","新媒體與傳播工作坊","HSCS30019","0.00","黃惠萍"
"1122_534401","設計師需要知道的心理學","HSAA30049","3.00","陳一平"
"1122_534402","醫學與藝術實踐","HSAA30057","3.00","顧廣毅"
"1122_534403","醫療設計實驗場","HSAA30061","3.00","李建佑"
"1122_534404","光影運算","HSAA30062","3.00","謝啟民"
"1122_534405","娛樂媒介與社會設計工作坊","HSAA30079","1.00","許峻誠"
"1122_534406","設計個別研究","HSAA30047","3.00","許峻誠"
"1122_534407","設計運算與數位製造","HSAA30050","3.00","李建佑"
"1122_534409","藝術史與心理學-古代篇","HSAA30080","3.00","陳一平"
"1122_534410","人因產品設計","HSAA30070","3.00","莊明振"
"1122_534411","表現技法(一)","HSAA30044","3.00","李建佑"
"1122_534413","沈浸與虛幻引擎","HSAA30081","3.00","謝啟民、待聘"
"1122_534414","食物設計和永續生活","HSAA30082","3.00","賴雯淑"
"1122_534415","創意傢俱設計與製作","HSAA30007","3.00","洪瑞鴻"
"1122_534416","設計個別研究","HSAA30047","3.00","劉辰岫"
"1122_534417","生成式演算互動藝術實作","HSAA30083","3.00","待聘"
"1122_534418","藝術與設計專題研討","HSAA30039","1.00","賴雯淑"
"1122_534419","設計個別研究","HSAA30047","3.00","賴雯淑"
"1122_534420","劇本導引概念共創－厚設計的路徑","HSAA30078","2.00","待聘"
"1122_534500","傅柯專題：方法、權力、主體","HSSC30045","3.00","林淑芬"
"1122_534501","戰後東亞經濟史","HSSC30047","3.00","洪紹洋"
"1122_534502","學術訓練討論課 碩","HSSC30029","3.00","楊子樵、葉蔭聰"
"1122_534503","個別研究","HSSC30002","1.00","蔡晏霖"
"1122_534504","個別研究","HSSC30002","1.00","彭明偉"
"1122_534505","個別研究","HSSC30002","1.00","林淑芬"
"1122_534506","個別研究","HSSC30002","1.00","蔡華臻"
"1122_534507","個別研究","HSSC30002","1.00","莊雅仲"
"1122_534508","個別研究","HSSC30002","1.00","葉蔭聰"
"1122_534509","個別研究","HSSC30002","1.00","洪紹洋"
"1122_534510","個別研究","HSSC30002","1.00","陳奕麟"
"1122_534511","個別研究","HSSC30002","1.00","劉紀蕙"
"1122_534512","「當代東亞的帝國：論述、遺產與經驗」","HSSC30046","3.00","葉蔭聰"
"1122_534513","性別理論","HSSC30036","3.00","蔡華臻"
"1122_534514","飲食、認同與民族主義","HSSC30048","3.00","邱德亮"
"1122_534515","媒介環境：從自然到虛擬","HSSC30013","3.00","楊子樵"
"1122_534516","台灣文學與文化思潮研究專題","HSSC30049","3.00","彭明偉"
"1122_534517","個別研究","HSSC30002","1.00","邱德亮"
"1122_534518","個別研究","HSSC30002","1.00","楊子樵"
"1122_534600","亞際社會的邊緣：影像力量的方法論","HSIA30009","3.00","劉紀蕙"
"1122_534601","族群、文化、認同","HSIA30010","3.00","陳奕麟"
"1122_534700","建築設計(二)","HSAR30022","6.00","何震寰、方俊傑"
"1122_534701","建築設計(二)","HSAR30022","6.00","何震寰、方俊傑"
"1122_534702","建築設計(四)","HSAR30023","6.00","龔書章、待聘"
"1122_534703","建築設計(四)","HSAR30023","6.00","龔書章、待聘"
"1122_534704","建築設計","HSAR30019","6.00","待聘"
"1122_534705","建築設計","HSAR30019","6.00","凌天"
"1122_534706","建築設計","HSAR30019","6.00","王識源、待聘"
"1122_534707","建築設計","HSAR30019","6.00","待聘"
"1122_534708","建築結構系統(二)","HSAR30026","3.00","苟昌煥"
"1122_534709","建築環境控制系統(二)","HSAR30031","3.00","陳紹彬"
"1122_534710","建築構造與施工","HSAR30032","3.00","何震寰、吳秉俍"
"1122_534711","電腦輔助建築設計","HSAR30059","3.00","何震寰、徐灝"
"1122_534712","都市設計","HSAR30057","3.00","徐業勤"
"1122_534713","數位專題：資訊建築","HSAR30070","3.00","侯君昊"
"1122_534714","永續建築思潮","HSAR30066","2.00","曾聖凱"
"1122_534715","移地建築旅學","HSAR30071","3.00","曾令理"
"1122_534716","建築史論專題","HSAR30033","3.00","待聘"
"1122_534717","敷地與景觀計畫","HSAR30039","3.00","待聘"
"1122_534718","混合實境","HSAR30044","3.00","許倍銜、徐紹容"
"1122_534719","機器學習輔助設計","HSAR30065","2.00","侯君昊、李宸安"
"1122_534720","個別研究","HSAR30064","3.00","侯君昊"
"1122_534721","個別研究","HSAR30064","3.00","許倍銜"
"1122_534722","建築專題討論(二)","HSAR30017","1.00","曾令理"
"1122_534723","建築專題討論(四)","HSAR30018","1.00","王識源"
"1122_534724","建築理論","HSAR30012","3.00","待聘"
"1122_534725","獨立研究","HSAR30047","1.00","曾令理"
"1122_534800","音樂理論二","HSIM30003","2.00","洪億津、吳慈菁"
"1122_534801","音樂研究導論 (B組)","HSIM30016","3.00","李奉書"
"1122_534802","弦樂工作坊一","HSIM30044","1.00","李俊穎"
"1122_534803","十八世紀後半葉音樂專題","HSIM30070","3.00","李奉書"
"1122_534804","廿世紀樂曲分析導論","HSIM30023","2.00","馬定一"
"1122_534805","編曲法實務","HSIM30027","1.00","李子聲"
"1122_534806","演奏探討","HSIM30032","2.00","周瓦絲里、蔡佳璇"
"1122_534807","現代音樂創作技巧","HSIM30065","3.00","羅芳偉"
"1122_534808","音樂論壇","HSIM30001","0.00","李俊穎、辛幸純、董昭民、羅芳偉、李奉書"
"1122_534809","室內樂","HSIM30046","1.00","李俊穎、辛幸純、李珮琪、徐伯年、林薏蕙、孫建如、黃郁婷、潘世洵、許佳穎、陳昱翰"
"1122_534810","作曲家專題一","HSIM30072","2.00","羅芳偉"
"1122_534811","創作主修：作曲","HSIM30047","2.00","羅芳偉"
"1122_534812","創作主修：作曲","HSIM30047","2.00","李子聲"
"1122_534813","創作主修：新音樂劇場","HSIM30049","2.00","董昭民"
"1122_534814","創作主修：多媒體新音樂","HSIM30051","3.00","董昭民"
"1122_534815","演奏主修：鋼琴","HSIM30054","3.00","辛幸純"
"1122_534816","演奏主修：鋼琴","HSIM30054","3.00","孫建如"
"1122_534817","演奏主修：鋼琴","HSIM30054","3.00","許佳穎"
"1122_534818","演奏主修：小提琴","HSIM30055","3.00","李俊穎"
"1122_534819","演奏主修：中提琴","HSIM30056","3.00","潘世洵"
"1122_534820","演奏主修：大提琴","HSIM30057","3.00","陳昱翰"
"1122_534821","演奏主修：小提琴","HSIM30055","3.00","黃郁婷"
"1122_534822","演奏主修：擊樂","HSIM30058","3.00","徐伯年"
"1122_534823","演奏主修：長笛","HSIM30059","3.00","林薏蕙"
"1122_534824","演奏主修：雙簧管","HSIM30061","3.00","李珮琪"
"1122_534825","演奏主修：低音管","HSIM30062","3.00","張先惠"
"1122_534826","演奏主修：單簧管","HSIM30060","3.00","林慶俊"
"1122_534827","器樂副修：大鍵琴","HSIM30053","1.00","蘇晶晶"
